brand,product,url,imgSrc,name,categories,specific,hex,lightness,in_india,R,G,B
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533224sw?$50px$,toasted almond,food,WN 92,#DB9467,0.631372549019608,True,219,148,103
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309438sw?$50px$,pure beige,"misc, color, compliment",2C1,#D1A874,0.637254901960784,True,209,168,116
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309422sw?$50px$,ecru,color,1N2,#C29F82,0.635294117647059,True,194,159,130
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,https://images.ulta.com/is/image/Ulta/2545973sw?$50px$,toffee,food,,#A78A62,0.519607843137255,True,167,138,98
Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,https://images.ulta.com/is/image/Ulta/2123493sw?$50px$,early tan,"misc, skin, color",340,#D79F86,0.684313725490196,True,215,159,134
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395812+sw.jpg,cinnamon,food,440G,#D69D6D,0.633333333333333,True,214,157,109
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558053sw?$50px$,natural beige,"skin, color",,#D9B98B,0.698039215686274,True,217,185,139
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2520898sw?$50px$,dawn,misc,2W1,#DCAB81,0.684313725490196,True,220,171,129
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,https://images.ulta.com/is/image/Ulta/2545951sw?$50px$,buff beige,color,,#D1B395,0.701960784313725,True,209,179,149
Wet N Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,https://images.ulta.com/is/image/Ulta/2518268sw?$50px$,buff bisque,"color, food",,#D39E7B,0.654901960784314,True,211,158,123
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541049sw?$50px$,desert beige,"rock, color",2N1,#FEDCB5,0.852941176470588,True,254,220,181
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2520897sw?$50px$,cool bone,"descriptor, gem",1C1,#DDAF95,0.725490196078431,True,221,175,149
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309437sw?$50px$,ivory nude,"gem, color, skin",1N1,#DEC094,0.725490196078431,True,222,192,148
Estée Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,https://www.ulta.com/futurist-hydra-rescue-moisturizing-makeup-spf-45?productId=pimprod2013152,https://images.ulta.com/is/image/Ulta/2559133sw?$50px$,sandalwood,wood,6W1,#92543B,0.401960784313726,True,146,84,59
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2206264sw?$50px$,golden,descriptor,WN 114,#B3743E,0.472549019607843,True,179,116,62
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,https://images.ulta.com/is/image/Ulta/2575164sw?$50px$,hazelnut,food,,#D59A67,0.619607843137255,True,213,154,103
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246799sw?$50px$,classic tan/cappuccino,"skin, color, drink, compliment",,#A4704B,0.468627450980392,True,164,112,75
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305299sw?$50px$,sun beige,"misc, color",,#D39C75,0.643137254901961,True,211,156,117
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094980sw?$50px$,natural beige,"skin, color",,#C5A98C,0.66078431372549,True,197,169,140
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,https://images.ulta.com/is/image/Ulta/2231016sw?$50px$,fresh ginger,"misc, food",,#BF7B43,0.505882352941176,True,191,123,67
Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,https://images.ulta.com/is/image/Ulta/2123489sw?$50px$,golden beige,"descriptor, color",300,#E3A87E,0.692156862745098,True,227,168,126
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2282913sw?$50px$,natural beige,"skin, color",220,#EAC5A0,0.772549019607843,True,234,197,160
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001816+sw.jpg,latte,drink,300N,#C5A17A,0.625490196078431,True,197,161,122
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2510202sw?$50px$,java,drink,375,#76503C,0.349019607843137,True,118,80,60
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515662sw?$50px$,brulee,food,WN 68,#CB8F59,0.572549019607843,True,203,143,89
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2291660sw?$50px$,breeze,misc,CN 02,#FEEAD6,0.917647058823529,True,254,234,214
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395762+sw.jpg,amaretti,food,310G,#E6B380,0.701960784313725,True,230,179,128
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246792sw?$50px$,natural beige,"skin, color",,#D1A47E,0.656862745098039,True,209,164,126
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538202sw?$50px$,golden amber,"descriptor, gem",,#D2986B,0.62156862745098,True,210,152,107
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2554513sw?$50px$,ebony,wood,,#432D29,0.211764705882353,True,67,45,41
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538160sw?$50px$,honey bisque,food,,#D69A5C,0.6,True,214,154,92
Wet N Wild,PhotoFocus Stick Foundation,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352,https://images.ulta.com/is/image/Ulta/2539259sw?$50px$,sunkiss beige,"misc, color",,#CF844B,0.552941176470588,True,207,132,75
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2282781sw?$50px$,clove,food,WN 122,#8F5435,0.384313725490196,True,143,84,53
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541060sw?$50px$,deep spice,"descriptor, food",7W1,#C68253,0.550980392156863,True,198,130,83
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305298sw?$50px$,sand beige,"rock, color",,#E3A785,0.705882352941177,True,227,167,133
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247047sw?$50px$,sand,rock,CN 90,#C89B71,0.613725490196078,True,200,155,113
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533232sw?$50px$,bone,gem,WN 04,#F1CFB3,0.823529411764706,True,241,207,179
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2521776sw?$50px$,desert beige,"rock, color",2N1,#DCB88E,0.709803921568627,True,220,184,142
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2500515sw?$50px$,caramel,food,,#B6937D,0.601960784313725,True,182,147,125
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2519477sw?$50px$,natural ivory,"skin, gem, color",112,#DEC6AD,0.774509803921569,True,222,198,173
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,https://images.ulta.com/is/image/Ulta/2575165sw?$50px$,radiant sand,"misc, rock, compliment",,#D8A272,0.647058823529412,True,216,162,114
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558034sw?$50px$,honey beige,"food, color",,#C39571,0.603921568627451,True,195,149,113
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541056sw?$50px$,spiced sand,rock,4N2,#F0BE87,0.735294117647059,True,240,190,135
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2554934sw?$50px$,lily,plant,,#E9CDA6,0.782352941176471,True,233,205,166
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,https://images.ulta.com/is/image/Ulta/2278789sw?$50px$,fresh cream caramel,"misc, food",,#C88852,0.552941176470588,True,200,136,82
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,https://www.sephora.com/product/superbalanced-silk-makeup-broad-spectrum-15-P411552?icid2=products%20grid:p411552,/productimages/sku/s1841725+sw.jpg,silk cinnamon,"textile, food",,#9E7257,0.480392156862745,True,158,114,87
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2547740sw?$50px$,rich chocolate,"descriptor, food",114,#6F4A31,0.313725490196078,True,111,74,49
Wet N Wild,PhotoFocus Stick Foundation,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352,https://images.ulta.com/is/image/Ulta/2539267sw?$50px$,amber,"gem, color",,#D68E61,0.609803921568628,True,214,142,97
Catrice,HD Liquid Coverage Foundation,https://www.ulta.com/hd-liquid-coverage-foundation?productId=xlsImpprod16021093,https://images.ulta.com/is/image/Ulta/2529851sw?$tn$,medium beige,"descriptor, color",034,#B78D62,0.550980392156863,False,183,141,98
Make Up For Ever,Reboot Active Care Revitalizing Foundation,https://www.sephora.com/product/make-up-for-ever-reboot-foundation-P454035?icid2=products%20grid:p454035,/productimages/sku/s2308369+sw.jpg,sand beige,"rock, color",Y255,#D1AA84,0.668627450980392,False,209,170,132
Pür,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,https://images.ulta.com/is/image/Ulta/2550923sw?$50px$,truffle,food,DPP4,#563229,0.249019607843137,False,86,50,41
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,https://images.ulta.com/is/image/Ulta/2558875sw?$50px$,tan,"skin, color",,#BE8966,0.572549019607843,False,190,137,102
Nyx Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,https://images.ulta.com/is/image/Ulta/2547540sw?$50px$,alabaster,gem,,#DAB69C,0.733333333333333,False,218,182,156
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,/productimages/sku/s1779230+sw.jpg,medium-tan sand,"descriptor, rock, skin, color",37S,#EDC3AB,0.8,False,237,195,171
Amorepacific,Color Control Cushion Compact Broad Spectrum SPF 50+,https://www.sephora.com/product/color-control-cushion-compact-broad-spectrum-spf-50-P378121?icid2=products%20grid:p378121,/productimages/sku/s1496488+sw.jpg,light/medium pink,"descriptor, color",104,#DDB498,0.731372549019608,False,221,180,152
Nudestix,Nudies Tinted Blur Stick,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,/productimages/sku/s2079408+sw.jpg,light,descriptor,3,#E3AA91,0.729411764705882,False,227,170,145
Nyx Professional Makeup,Can't Stop Won't Stop Foundation,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,https://images.ulta.com/is/image/Ulta/2531983sw?$50px$,vanilla,food,,#D8B69A,0.725490196078431,False,216,182,154
Pacifica,Alight Clean Foundation,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537,https://images.ulta.com/is/image/Ulta/2540744sw?$50px$,cool medium,descriptor,20CM,#D4A26F,0.633333333333333,False,212,162,111
Tarte,Face Tape Foundation,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,https://images.ulta.com/is/image/Ulta/2540292sw?$50px$,tan honey,"skin, color, food",45H,#CC8E6A,0.607843137254902,False,204,142,106
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,https://images.ulta.com/is/image/Ulta/2538325sw?$50px$,medium-tan sand,"descriptor, rock, skin, color",37S,#A66C47,0.464705882352941,False,166,108,71
Pacifica,Alight Clean Foundation,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537,https://images.ulta.com/is/image/Ulta/2540752sw?$50px$,warm deep,descriptor,06WD,#925A30,0.380392156862745,False,146,90,48
Bareminerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,https://www.ulta.com/barepro-performance-wear-liquid-foundation-broad-spectrum-spf-20?productId=xlsImpprod16321440,https://images.ulta.com/is/image/Ulta/2549249sw?$50px$,shell,gem,7.5,#E6A996,0.745098039215686,False,230,169,150
Blk/Opl,Pore Perfecting Liquid Foundation,https://www.ulta.com/pore-perfecting-liquid-foundation?productId=pimprod2022248,https://images.ulta.com/is/image/Ulta/2578502sw?$50px$,suede mocha,"textile, drink",,#66442D,0.288235294117647,False,102,68,45
Nars,Sheer Glow Foundation,https://www.ulta.com/sheer-glow-foundation?productId=xlsImpprod15251337,https://images.ulta.com/is/image/Ulta/2538760sw?$50px$,vanuatu,location,,#D6AB7E,0.666666666666667,False,214,171,126
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,https://images.ulta.com/is/image/Ulta/2260703sw?$50px$,medium sand,"descriptor, rock",35S,#E6A766,0.650980392156863,False,230,167,102
Kvd Vegan Beauty,Lock-It Powder Foundation,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,https://images.ulta.com/is/image/Ulta/2571129sw?$50px$,tan deep,"skin, color, descriptor",190,#A26843,0.449019607843137,False,162,104,67
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,/productimages/sku/s2124683+sw.jpg,caviar,food,,#92746C,0.498039215686275,False,146,116,108
Beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,/productimages/sku/s2097251+sw.jpg,neutral,descriptor,3.45,#D9A176,0.656862745098039,False,217,161,118
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,https://images.ulta.com/is/image/Ulta/2566719sw?$50px$,golden beige,"descriptor, color",,#D9945A,0.601960784313725,False,217,148,90
Nyx Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,https://images.ulta.com/is/image/Ulta/2547548sw?$50px$,warm walnut,"descriptor, wood",,#5A382A,0.258823529411765,False,90,56,42
Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15,https://www.sephora.com/product/skin-long-wear-weightless-foundation-spf-15-P427430?icid2=products%20grid:p427430,/productimages/sku/s2191625+sw.jpg,neutral sand,"descriptor, rock",,#F5C7AB,0.815686274509804,False,245,199,171
Blk/Opl,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,https://www.ulta.com/true-color-skin-perfecting-stick-foundation-spf-15?productId=pimprod2022198,https://images.ulta.com/is/image/Ulta/2579247sw?$50px$,toasted chesnut,food,,#8B5F42,0.401960784313726,False,139,95,66
Kvd Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,https://images.ulta.com/is/image/Ulta/2570719sw?$50px$,deep,descriptor,74,#93573A,0.401960784313726,False,147,87,58
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,https://www.sephora.com/product/matissime-velvet-radiant-mattifying-fluid-foundation-spf-20-P419438?icid2=products%20grid:p419438,/productimages/sku/s2121309+sw.jpg,cinnamon,food,N09,#D18A4D,0.56078431372549,False,209,138,77
Too Faced,Peach Perfect Comfort Matte Foundation – Peaches and Cream Collection,https://www.sephora.com/product/peach-perfect-comfort-moisture-matte-foundation-peaches-cream-collection-P422601?icid2=products%20grid:p422601,/productimages/sku/s1961176+sw.jpg,sand,rock,,#D2AD8D,0.688235294117647,False,210,173,141
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559958sw?$50px$,tawny,color,,#CEA774,0.631372549019608,False,206,167,116
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,https://www.sephora.com/product/airbrush-flawless-longwear-foundation-P448869?icid2=products%20grid:p448869,/productimages/sku/s2245017+sw.jpg,neutral,descriptor,15,#B27C5B,0.527450980392157,False,178,124,91
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,https://www.sephora.com/product/airbrush-flawless-longwear-foundation-P448869?icid2=products%20grid:p448869,/productimages/sku/s2244804+sw.jpg,neutral,descriptor,7.5,#EDCAA5,0.788235294117647,False,237,202,165
Ulta,Moisturizing Foundation Stick,https://www.ulta.com/moisturizing-foundation-stick?productId=xlsImpprod18691125,https://images.ulta.com/is/image/Ulta/2529946sw?$50px$,medium to tan warm,"descriptor, skin, color",,#DAAD7E,0.674509803921569,False,218,173,126
Ulta,Velvet Matte Longwear Foundation,https://www.ulta.com/velvet-matte-longwear-foundation?productId=pimprod2020823,https://images.ulta.com/is/image/Ulta/2559885sw?$50px$,medium to tan warm,"descriptor, skin, color",,#D89965,0.62156862745098,False,216,153,101
Nyx Professional Makeup,Can't Stop Won't Stop Foundation,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,https://images.ulta.com/is/image/Ulta/2531992sw?$50px$,mocha,drink,,#6F4C37,0.325490196078431,False,111,76,55
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,https://www.ulta.com/teint-idole-ultra-wear-24h-long-wear-foundation?productId=xlsImpprod4700057,https://images.ulta.com/is/image/Ulta/2244410sw?$50px$,buff,color,220,#DCB392,0.717647058823529,False,220,179,146
Make Up For Ever,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,/productimages/sku/s1709120+sw.jpg,hazelnut,food,R430,#98705C,0.47843137254902,False,152,112,92
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,https://www.ulta.com/teint-idole-ultra-wear-24h-long-wear-foundation?productId=xlsImpprod4700057,https://images.ulta.com/is/image/Ulta/2244406sw?$50px$,ivoire,"gem, color",100,#E3B999,0.745098039215686,False,227,185,153
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,/productimages/sku/s1712025+sw.jpg,caramel,food,,#C49977,0.617647058823529,False,196,153,119
Bareminerals,BAREPRO Longwear Powder Foundation ,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,/productimages/sku/s2241933+sw.jpg,espresso,drink,27,#A17555,0.482352941176471,False,161,117,85
Beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,/productimages/sku/s2173011+sw.jpg,neutral,descriptor,4.75,#3A2115,0.154901960784314,False,58,33,21
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559971sw?$50px$,shell,gem,,#E9B684,0.715686274509804,False,233,182,132
Make Up For Ever,Matte Velvet Skin Blurring Powder Foundation,https://www.sephora.com/product/matte-velvet-skin-blurring-powder-foundation-P443566?icid2=products%20grid:p443566,/productimages/sku/s2210029+sw.jpg,ivory,"gem, color",R230,#FFD7C5,0.886274509803922,False,255,215,197
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,https://www.sephora.com/product/synchro-skin-self-refreshing-foundation-spf-30-P449106?icid2=products%20grid:p449106,/productimages/sku/s2248755+sw.jpg,mahogany,wood,540,#8F5B52,0.441176470588235,False,143,91,82
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,/productimages/sku/s905513+sw.jpg,tan,"skin, color",5W1,#AC7244,0.470588235294118,False,172,114,68
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,https://images.ulta.com/is/image/Ulta/2557366sw?$50px$,natural toffee,"skin, food",,#875531,0.36078431372549,False,135,85,49
Guerlain,Lingerie De Peau Natural Perfection Foundation SPF 20,https://www.sephora.com/product/lingerie-de-peau-liquid-foundation-spf-20-P276800?icid2=products%20grid:p276800,/productimages/sku/s1861442+sw.jpg,natural,skin,03N,#CAAA8E,0.674509803921569,False,202,170,142
Nyx Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,https://images.ulta.com/is/image/Ulta/2546619sw?$50px$,deep sable,"descriptor, color, animal",,#865F40,0.388235294117647,False,134,95,64
Make Up For Ever,Ultra HD Invisible Cover Stick Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-stick-foundation-P398775?icid2=products%20grid:p398775,/productimages/sku/s1911445+sw.jpg,dark brown,"descriptor, color",R540,#876D64,0.46078431372549,False,135,109,100
Josie Maran,Vibrancy Argan Oil Foundation Fluid,https://www.sephora.com/product/vibrancy-argan-oil-foundation-fluid-P407445?icid2=products%20grid:p407445,/productimages/sku/s1795954+sw.jpg,supernatural,misc,RG10,#E4C4B7,0.805882352941176,False,228,196,183
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,/productimages/sku/s2050458+sw.jpg,warm,descriptor,3,#E0A481,0.692156862745098,False,224,164,129
Ulta,Mineral Powder Foundation,https://www.ulta.com/mineral-powder-foundation?productId=pimprod2005369,https://images.ulta.com/is/image/Ulta/2536599sw?$50px$,medium neutral,descriptor,,#EAB994,0.749019607843137,False,234,185,148
Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,https://images.ulta.com/is/image/Ulta/2511248sw?$tn$,tan deep honey,"skin, color, descriptor, food",,#C8794A,0.537254901960784,False,200,121,74
Bareminerals,Matte Loose Powder Mineral Foundation SPF 15 ,https://www.sephora.com/product/bareminerals-matte-foundation-broad-spectrum-spf-15-P240604?icid2=products%20grid:p240604,/productimages/sku/s1922756+sw.jpg,golden ivory,"descriptor, gem, color",07,#D19973,0.635294117647059,False,209,153,115
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,/productimages/sku/s2124915+sw.jpg,golden sand,"descriptor, rock",,#DDB08D,0.709803921568627,False,221,176,141
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,https://images.ulta.com/is/image/Ulta/2553470sw?$50px$,dark,descriptor,133,#714226,0.296078431372549,False,113,66,38
Koh Gen Do,Aqua Foundation,https://www.sephora.com/product/aqua-foundation-P431509?icid2=products%20grid:p431509,/productimages/sku/s2082618+sw.jpg,warm,descriptor,123,#E3C9B2,0.794117647058823,False,227,201,178
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,https://images.ulta.com/is/image/Ulta/2566707sw?$50px$,almond,food,,#F3B98C,0.750980392156863,False,243,185,140
