brand,product,url,imgSrc,name,categories,specific,hex,lightness,in_india,R,G,B
Clinique,Beyond Perfecting Powder Foundation + Concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productId=xlsImpprod12991071,https://images.ulta.com/is/image/Ulta/2291651sw?$50px$,cream chamois,misc,07,#DEB192,0.72156862745098,True,222,177,146
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527762sw?$50px$,natural tan,"skin, skin, color",330,#DE9F74,0.662745098039216,True,222,159,116
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2524657sw?$50px$,light ivory,"descriptor, gem, color",,#EFE0D6,0.888235294117647,True,239,224,214
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515635sw?$50px$,amber,"gem, color",WN 118,#B16A35,0.450980392156863,True,177,106,53
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2540995sw?$50px$,pure beige,"misc, color, compliment",2C1,#FCDBB7,0.852941176470588,True,252,219,183
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,https://images.ulta.com/is/image/Ulta/2225231?$sm$,pure beige,"misc, color, compliment",,#FDFCFB,0.988235294117647,True,253,252,251
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247037sw?$tn$,alabaster,gem,CN 10,#F1C9AE,0.813725490196078,True,241,201,174
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395911+sw.jpg,latte,drink,300N,#EDC2A7,0.792156862745098,True,237,194,167
Clinique,Almost Powder Makeup,https://www.ulta.com/almost-powder-makeup?productId=xlsImpprod10791895,https://images.ulta.com/is/image/Ulta/2160689?$tn$,light,descriptor,03,#F3F3F0,0.947058823529412,True,243,243,240
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247040sw?$50px$,ivory,"gem, color",CN 28,#E5BD9F,0.76078431372549,True,229,189,159
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558093sw?$50px$,porcelain ivory,"misc, gem, color",,#FBE7DA,0.919607843137255,True,251,231,218
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2519487sw?$50px$,natural beige,"skin, color",220,#C4A682,0.63921568627451,True,196,166,130
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2540992sw?$50px$,cool bone,"descriptor, gem",1C1,#FBE3D0,0.9,True,251,227,208
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,https://images.ulta.com/is/image/Ulta/2545972sw?$50px$,ivory,"gem, color",,#E0CAB5,0.794117647058823,True,224,202,181
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2396059+sw.jpg,lava cake,food,590R,#92685E,0.470588235294118,True,146,104,94
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569321sw?$50px$,deep cool,descriptor,,#995429,0.380392156862745,True,153,84,41
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,https://images.ulta.com/is/image/Ulta/2218321sw?$tn$,fresh alabaster,"misc, gem",,#FEEAD6,0.917647058823529,True,254,234,214
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2529431sw?$50px$,golden,descriptor,312,#D89878,0.658823529411765,True,216,152,120
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2525835sw?$50px$,cinnamon,food,5W1.5,#BA7F45,0.5,True,186,127,69
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395861+sw.jpg,chai,drink,210B,#F0CBAC,0.807843137254902,True,240,203,172
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305290sw?$50px$,creamy natural,"misc, skin",,#F2C99D,0.782352941176471,True,242,201,157
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,https://images.ulta.com/is/image/Ulta/2575167sw?$50px$,sand,rock,,#D7A67E,0.668627450980392,True,215,166,126
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2519508sw?$50px$,toffee,food,330,#B1805F,0.533333333333333,True,177,128,95
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246797sw?$50px$,sand beige,"rock, color",,#CA9B75,0.625490196078431,True,202,155,117
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541003sw?$50px$,truffle,food,6N2,#D2A27C,0.654901960784314,True,210,162,124
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541207sw?$50px$,rattan,plant,2W2,#FDD5A7,0.823529411764706,True,253,213,167
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,https://images.ulta.com/is/image/Ulta/2231014sw?$50px$,fresh honey,"misc, food",,#DBA879,0.666666666666667,True,219,168,121
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,https://images.ulta.com/is/image/Ulta/2225223?$sm$,classic ivory,"gem, color, compliment",,#FDFBF9,0.984313725490196,True,253,251,249
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,https://images.ulta.com/is/image/Ulta/2545961sw?$50px$,cappuccino,drink,,#AC8750,0.494117647058824,True,172,135,80
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2547745sw?$50px$,honey bisque,food,108.5,#D3A166,0.613725490196078,True,211,161,102
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309455sw?$50px$,truffle,food,6N2,#8A5E2C,0.356862745098039,True,138,94,44
Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,https://images.ulta.com/is/image/Ulta/2123487sw?$tn$,medium beige,"descriptor, color",240,#E3AD8D,0.72156862745098,True,227,173,141
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531659sw?$50px$,fresco,misc,2C3,#CBA08D,0.674509803921569,True,203,160,141
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531220sw?$50px$,shell,gem,1C0,#E5BEAD,0.788235294117647,True,229,190,173
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533225sw?$50px$,stone,rock,WN 38,#DCB08A,0.701960784313725,True,220,176,138
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531223sw?$50px$,rich ginger,"descriptor, food",5N1,#B57B56,0.523529411764706,True,181,123,86
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2528737sw?$50px$,cappuccino,drink,340,#A16D3A,0.429411764705882,True,161,109,58
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2282765sw?$50px$,beige,color,CN 74,#D09B73,0.633333333333333,True,208,155,115
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538151sw?$50px$,hazelnut,food,,#C1804D,0.529411764705882,True,193,128,77
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515633sw?$50px$,ginger,food,WN 112,#C1772E,0.468627450980392,True,193,119,46
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527752sw?$50px$,true beige,color,320,#E4B78D,0.723529411764706,True,228,183,141
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2538214sw?$50px$,hot chocolate,drink,,#7C4F2E,0.333333333333333,True,124,79,46
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309416sw?$50px$,shell beige,"gem, color",4N1,#A17C47,0.454901960784314,True,161,124,71
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2510198sw?$50px$,truffle,food,362,#90653E,0.403921568627451,True,144,101,62
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094981sw?$50px$,sand beige,"rock, color",,#C0A284,0.635294117647059,True,192,162,132
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2237641sw?$50px$,toffee,food,WN 104,#C58546,0.523529411764706,True,197,133,70
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531227sw?$50px$,deep amber,"descriptor, gem, color",7N1,#844F37,0.366666666666667,True,132,79,55
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395887+sw.jpg,macaroon,food,230N,#F8D1AE,0.827450980392157,True,248,209,174
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541008sw?$50px$,hazel,"plant, color",4W4,#FBC58E,0.770588235294118,True,251,197,142
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2538863sw?$50px$,vanilla,food,,#DCB993,0.719607843137255,True,220,185,147
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2511729sw?$50px$,sandalwood,wood,6W1,#9C6E35,0.409803921568627,True,156,110,53
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305297sw?$50px$,natural beige,"skin, color",,#E1A87D,0.686274509803922,True,225,168,125
Wet N Wild,PhotoFocus Stick Foundation,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352,https://images.ulta.com/is/image/Ulta/2539273sw?$50px$,almond,food,,#824F2A,0.337254901960784,True,130,79,42
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2538900sw?$50px$,buff,color,,#DDA978,0.668627450980392,True,221,169,120
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309442sw?$50px$,rattan,plant,2W2,#C8A264,0.588235294117647,True,200,162,100
Wet N Wild,PhotoFocus Stick Foundation,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352,https://images.ulta.com/is/image/Ulta/2539256sw?$50px$,shell ivory,"gem, color",,#F8C598,0.784313725490196,True,248,197,152
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305294sw?$50px$,crème café,drink,,#CC8445,0.535294117647059,True,204,132,69
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541059sw?$50px$,expresso,drink,8N1,#96583E,0.415686274509804,True,150,88,62
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247053sw?$50px$,amber,"gem, color",WN 118,#995D2A,0.382352941176471,True,153,93,42
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515645sw?$50px$,ecru,color,WN 22,#EDAB76,0.696078431372549,True,237,171,118
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001691+sw.jpg,milkshake,drink,100B,#E8CEBD,0.825490196078431,True,232,206,189
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001808+sw.jpg,cheesecake,food,250G,#CAA482,0.650980392156863,True,202,164,130
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527754sw?$50px$,sand beige,"rock, color",210,#ECCDB0,0.807843137254902,True,236,205,176
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527758sw?$50px$,early tan,"misc, skin, color",390,#DCA57C,0.674509803921569,True,220,165,124
Wet N Wild,PhotoFocus Stick Foundation,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352,https://images.ulta.com/is/image/Ulta/2539244sw?$50px$,classic ivory,"gem, color, compliment",,#ECB682,0.717647058823529,True,236,182,130
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,https://images.ulta.com/is/image/Ulta/2537795sw?$50px$,java,drink,,#836355,0.423529411764706,True,131,99,85
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515667sw?$50px$,toasted wheat,food,WN 76,#D39D6E,0.629411764705882,True,211,157,110
Clinique,Beyond Perfecting Powder Foundation + Concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productId=xlsImpprod12991071,https://images.ulta.com/is/image/Ulta/2291653sw?$50px$,neutral,descriptor,09,#DDAB86,0.696078431372549,True,221,171,134
Clinique,Beyond Perfecting Powder Foundation + Concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productId=xlsImpprod12991071,https://images.ulta.com/is/image/Ulta/2291652sw?$50px$,golden neutral,descriptor,08,#E2B185,0.703921568627451,True,226,177,133
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247046sw?$50px$,beige,color,CN 74,#D09B73,0.633333333333333,True,208,155,115
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094989sw?$50px$,honey beige,"food, color",,#AF8D72,0.566666666666667,True,175,141,114
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395689+sw.jpg,vanilla,food,120B,#FCE7D8,0.917647058823529,True,252,231,216
Wet N Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,https://images.ulta.com/is/image/Ulta/2518184sw?$50px$,espresso,drink,,#9F5424,0.382352941176471,True,159,84,36
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538203sw?$50px$,golden sun,"descriptor, misc",,#D79F6A,0.629411764705882,True,215,159,106
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2519486sw?$50px$,golden,descriptor,312,#C69A76,0.619607843137255,True,198,154,118
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2538201sw?$50px$,milk chocolate,food,,#7C4F2E,0.333333333333333,True,124,79,46
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001931+sw.jpg,mocha,drink,500G,#9E6A43,0.441176470588235,True,158,106,67
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309426sw?$50px$,tawny,color,3W1,#C9A267,0.596078431372549,True,201,162,103
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2513635sw?$50px$,deep golden,descriptor,,#72523A,0.337254901960784,True,114,82,58
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2532225sw?$50px$,hazel,"plant, color",4W4,#CC9449,0.543137254901961,True,204,148,73
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,https://images.ulta.com/is/image/Ulta/2545975sw?$50px$,truffle,food,,#7F613D,0.368627450980392,True,127,97,61
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309447sw?$50px$,amber honey,"gem, food",5N2,#89632E,0.358823529411765,True,137,99,46
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2231012sw?$50px$,pecan,food,WN 120,#A56540,0.449019607843137,True,165,101,64
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2295400sw?$50px$,natural tan,"skin, skin, color",320,#DDA482,0.688235294117647,True,221,164,130
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247052sw?$50px$,spice,food,CN 116,#AC7044,0.470588235294118,True,172,112,68
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531662sw?$tn$,ecru,color,1N2,#D0A88B,0.680392156862745,True,208,168,139
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,https://images.ulta.com/is/image/Ulta/2575094sw?$50px$,true beige,color,,#E9C69F,0.768627450980392,True,233,198,159
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,https://images.ulta.com/is/image/Ulta/2537780sw?$50px$,classic ivory,"gem, color, compliment",,#F1E6D4,0.888235294117647,True,241,230,212
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2282909sw?$50px$,classic ivory,"gem, color, compliment",120,#EDCAB4,0.817647058823529,True,237,202,180
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2206266sw?$50px$,amber,"gem, color",WN 118,#995D2A,0.382352941176471,True,153,93,42
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309428sw?$50px$,soft tan,"descriptor, skin, color",4C3,#B78A51,0.517647058823529,True,183,138,81
Revlon,ColorStay Makeup For Normal/Dry Skin,https://www.ulta.com/colorstay-makeup-normaldry-skin?productId=xlsImpprod1810159,https://images.ulta.com/is/image/Ulta/2123506sw?$50px$,sand beige,"rock, color",180,#F2BD98,0.772549019607843,True,242,189,152
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2529430sw?$50px$,light beige,"descriptor, color",118,#EFCEAF,0.811764705882353,True,239,206,175
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533223sw?$50px$,biscuit,food,WN 30,#E1AB89,0.709803921568627,True,225,171,137
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001774+sw.jpg,custard,food,220N,#CA9B75,0.625490196078431,True,202,155,117
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2283484sw?$50px$,natural buff,"skin, color",103,#EBA67D,0.705882352941177,True,235,166,125
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395994+sw.jpg,nutmeg,food,520G,#A7785D,0.509803921568627,True,167,120,93
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247041sw?$50px$,cream chamois,misc,CN 40,#DEB192,0.72156862745098,True,222,177,146
Wet N Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,https://images.ulta.com/is/image/Ulta/2518185sw?$50px$,classic beige,"color, compliment",,#CF9876,0.637254901960784,True,207,152,118
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,https://images.ulta.com/is/image/Ulta/2537782sw?$50px$,coconut,food,,#C69975,0.617647058823529,True,198,153,117
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533238sw?$50px$,chestnut,food,WN 110,#BA7A4C,0.513725490196078,True,186,122,76
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,https://images.ulta.com/is/image/Ulta/2575642sw?$50px$,copper,metal,,#CC8A5A,0.576470588235294,True,204,138,90
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2282759sw?$50px$,golden neutral,descriptor,WN 46,#E2B185,0.703921568627451,True,226,177,133
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533228sw?$50px$,bisque,food,CN 29,#E5B59F,0.76078431372549,True,229,181,159
